scenario_id,rule_name,event_id,lot_id,operation_id,operation_seq,tool_id,queue_start_time,start_time,end_time,queue_time,run_time
baseline,CR,EVT000380,L0051,L0051_OP008,8,T10,50.3499,50.5832,51.1499,0.2333,0.5667
baseline,CR,EVT000381,L0039,L0039_OP004,4,T14,52.8335,52.8335,53.2002,0.0,0.3667
baseline,CR,EVT000382,L0008,L0008_OP008,8,T00,49.3335,50.7334,51.7667,1.3999,1.0333
baseline,CR,EVT000383,L0055,L0055_OP003,3,T09,49.0333,51.2998,51.5165,2.2665,0.2167
baseline,CR,EVT000384,L0013,L0013_OP007,7,T04,46.4999,51.7999,52.4666,5.3,0.6667
baseline,CR,EVT000385,L0052,L0052_OP003,3,T12,49.7999,52.0999,52.4999,2.3,0.4
baseline,CR,EVT000386,L0076,L0076_OP006,6,T07,49.1166,53.5835,54.2168,4.4669,0.6333
baseline,CR,EVT000387,L0080,L0080_OP004,4,T08,45.6501,48.1666,48.4499,2.5165,0.2833
baseline,CR,EVT000388,L0061,L0061_OP002,2,T05,47.5832,48.3499,48.6999,0.7667,0.35
baseline,CR,EVT000389,L0073,L0073_OP001,1,T06,24.0,50.3165,50.5165,26.3165,0.2
baseline,CR,EVT000390,L0070,L0070_OP003,3,T03,47.8166,50.4166,51.0833,2.6,0.6667
baseline,CR,EVT000391,L0079,L0079_OP005,5,T13,51.0334,51.0334,51.3501,0.0,0.3167
baseline,CR,EVT000392,L0014,L0014_OP007,7,T02,49.8998,51.0334,51.9667,1.1336,0.9333
baseline,CR,EVT000393,L0056,L0056_OP009,9,T10,50.7334,51.1499,51.7499,0.4165,0.6
baseline,CR,EVT000394,L0076,L0076_OP007,7,T11,54.2168,54.2168,54.4001,0.0,0.1833
baseline,CR,EVT000395,L0047,L0047_OP006,6,T09,47.5666,51.5165,51.9665,3.9499,0.45
baseline,CR,EVT000396,L0055,L0055_OP004,4,T01,51.5165,51.6667,52.0167,0.1502,0.35
baseline,CR,EVT000397,L0062,L0062_OP003,3,T00,48.3499,51.7667,51.9834,3.4168,0.2167
baseline,CR,EVT000398,L0059,L0059_OP007,7,T04,53.3502,53.3502,53.6669,0.0,0.3167
baseline,CR,EVT000399,L0027,L0027_OP005,5,T12,48.1666,52.4999,52.6999,4.3333,0.2
baseline,CR,EVT000400,L0058,L0058_OP003,3,T14,50.4166,53.2002,53.4669,2.7836,0.2667
baseline,CR,EVT000401,L0023,L0023_OP004,4,T07,48.2666,54.2168,54.7501,5.9502,0.5333
baseline,CR,EVT000402,L0033,L0033_OP004,4,T08,46.2334,48.4499,48.6832,2.2165,0.2333
baseline,CR,EVT000403,L0060,L0060_OP003,3,T05,47.6166,48.6999,49.0832,1.0833,0.3833
baseline,CR,EVT000404,L0072,L0072_OP006,6,T06,43.4168,50.5165,51.1832,7.0997,0.6667
baseline,CR,EVT000405,L0075,L0075_OP002,2,T03,45.9502,51.0833,51.5166,5.1331,0.4333
baseline,CR,EVT000406,L0039,L0039_OP005,5,T13,53.2002,53.2002,53.4502,0.0,0.25
baseline,CR,EVT000407,L0055,L0055_OP005,5,T10,52.0167,52.0167,52.3,0.0,0.2833
baseline,CR,EVT000408,L0006,L0006_OP008,8,T09,41.85,51.9665,52.9998,10.1165,1.0333
baseline,CR,EVT000409,L0047,L0047_OP007,7,T02,51.9665,51.9667,52.5,0.0002,0.5333
baseline,CR,EVT000410,L0011,L0011_OP008,8,T00,48.4501,51.9834,53.5334,3.5333,1.55
baseline,CR,EVT000411,L0015,L0015_OP007,7,T01,48.75,52.0167,52.5167,3.2667,0.5
baseline,CR,EVT000412,L0073,L0073_OP002,2,T12,50.5165,52.6999,53.1499,2.1834,0.45
baseline,CR,EVT000413,L0080,L0080_OP005,5,T14,48.4499,53.4669,54.1002,5.017,0.6333
baseline,CR,EVT000414,L0027,L0027_OP006,6,T04,52.6999,53.6669,54.1169,0.967,0.45
baseline,CR,EVT000415,L0070,L0070_OP004,4,T11,51.0833,54.4001,54.6334,3.3168,0.2333
baseline,CR,EVT000416,L0054,L0054_OP007,7,T07,52.0999,54.7501,55.3001,2.6502,0.55
baseline,CR,EVT000417,L0071,L0071_OP004,4,T08,44.9666,48.6832,48.9165,3.7166,0.2333
baseline,CR,EVT000418,L0030,L0030_OP003,3,T05,47.0999,49.0832,49.7332,1.9833,0.65
baseline,CR,EVT000419,L0042,L0042_OP006,6,T06,49.0665,51.1832,51.8165,2.1167,0.6333
baseline,CR,EVT000420,L0029,L0029_OP004,4,T03,44.7835,51.5166,51.9666,6.7331,0.45
baseline,CR,EVT000421,L0075,L0075_OP003,3,T10,51.5166,52.3,52.7667,0.7834,0.4667
baseline,CR,EVT000422,L0027,L0027_OP007,7,T02,54.1169,54.1169,54.7669,0.0,0.65
baseline,CR,EVT000423,L0044,L0044_OP007,7,T01,50.9332,52.5167,52.7334,1.5835,0.2167
baseline,CR,EVT000424,L0011,L0011_OP009,9,T09,53.5334,53.5334,53.9334,0.0,0.4
baseline,CR,EVT000425,L0040,L0040_OP003,3,T12,47.8499,53.1499,53.5999,5.3,0.45
baseline,CR,EVT000426,L0070,L0070_OP005,5,T13,54.6334,54.6334,55.0501,0.0,0.4167
baseline,CR,EVT000427,L0001,L0001_OP009,9,T00,47.9168,53.5334,54.9667,5.6166,1.4333
baseline,CR,EVT000428,L0078,L0078_OP007,7,T14,51.7999,54.1002,54.5835,2.3003,0.4833
baseline,CR,EVT000429,L0073,L0073_OP003,3,T04,53.1499,54.1169,54.4002,0.967,0.2833
baseline,CR,EVT000430,L0039,L0039_OP006,6,T11,53.4502,54.6334,54.9667,1.1832,0.3333
baseline,CR,EVT000431,L0072,L0072_OP007,7,T07,51.1832,55.3001,55.5834,4.1169,0.2833
baseline,CR,EVT000432,L0031,L0031_OP006,6,T08,49.7502,49.7502,49.9669,0.0,0.2167
baseline,CR,EVT000433,L0036,L0036_OP006,6,T05,47.5166,49.7332,50.2832,2.2166,0.55
baseline,CR,EVT000434,L0057,L0057_OP008,8,T06,46.5335,51.8165,52.3332,5.283,0.5167
baseline,CR,EVT000435,L0019,L0019_OP007,7,T03,42.3834,51.9666,53.3333,9.5832,1.3667
baseline,CR,EVT000436,L0040,L0040_OP004,4,T01,53.5999,53.5999,53.8332,0.0,0.2333
baseline,CR,EVT000437,L0022,L0022_OP007,7,T10,49.7666,52.7667,53.2334,3.0001,0.4667
baseline,CR,EVT000438,L0024,L0024_OP005,5,T12,53.5835,53.5999,54.1499,0.0164,0.55
baseline,CR,EVT000439,L0027,L0027_OP008,8,T09,54.7669,54.7669,54.9836,0.0,0.2167
baseline,CR,EVT000440,L0017,L0017_OP007,7,T04,50.4167,54.4002,54.8335,3.9835,0.4333
baseline,CR,EVT000441,L0030,L0030_OP004,4,T14,49.7332,54.5835,54.8835,4.8503,0.3
baseline,CR,EVT000442,L0073,L0073_OP004,4,T02,54.4002,54.7669,55.1669,0.3667,0.4
baseline,CR,EVT000443,L0042,L0042_OP007,7,T00,51.8165,54.9667,55.45,3.1502,0.4833
baseline,CR,EVT000444,L0055,L0055_OP006,6,T07,52.3,55.5834,55.9001,3.2834,0.3167
baseline,CR,EVT000445,L0048,L0048_OP004,4,T08,37.3999,49.9669,50.2169,12.567,0.25
baseline,CR,EVT000446,L0026,L0026_OP007,7,T05,45.2832,50.2832,50.9499,5.0,0.6667
baseline,CR,EVT000447,L0049,L0049_OP002,2,T06,45.1168,52.3332,52.6165,7.2164,0.2833
baseline,CR,EVT000448,L0079,L0079_OP006,6,T10,51.3501,53.2334,53.8167,1.8833,0.5833
baseline,CR,EVT000449,L0033,L0033_OP005,5,T03,48.6832,53.3333,53.8,4.6501,0.4667
baseline,CR,EVT000450,L0019,L0019_OP008,8,T01,53.3333,53.8332,55.4165,0.4999,1.5833
baseline,CR,EVT000451,L0057,L0057_OP009,9,T12,52.3332,54.1499,54.6166,1.8167,0.4667
baseline,CR,EVT000452,L0024,L0024_OP006,6,T04,54.1499,54.8335,55.3335,0.6836,0.5
baseline,CR,EVT000453,L0031,L0031_OP007,7,T14,49.9669,54.8835,55.1168,4.9166,0.2333
baseline,CR,EVT000454,L0039,L0039_OP007,7,T09,54.9667,54.9836,55.2503,0.0169,0.2667
baseline,CR,EVT000455,L0055,L0055_OP007,7,T13,55.9001,55.9001,56.1334,0.0,0.2333
baseline,CR,EVT000456,L0072,L0072_OP008,8,T02,55.5834,55.5834,56.1167,0.0,0.5333
baseline,CR,EVT000457,L0078,L0078_OP008,8,T00,54.5835,55.45,56.0167,0.8665,0.5667
baseline,CR,EVT000458,L0030,L0030_OP005,5,T07,54.8835,55.9001,56.2834,1.0166,0.3833
baseline,CR,EVT000459,L0074,L0074_OP004,4,T08,49.7,50.2169,50.7502,0.5169,0.5333
baseline,CR,EVT000460,L0077,L0077_OP006,6,T05,48.7,50.9499,51.3499,2.2499,0.4
baseline,CR,EVT000461,L0005,L0005_OP007,7,T06,45.4334,52.6165,54.1998,7.1831,1.5833
baseline,CR,EVT000462,L0035,L0035_OP003,3,T03,48.7333,53.8,54.3,5.0667,0.5
baseline,CR,EVT000463,L0026,L0026_OP008,8,T10,50.9499,53.8167,54.4167,2.8668,0.6
baseline,CR,EVT000464,L0072,L0072_OP009,9,T12,56.1167,56.1167,56.45,0.0,0.3333
baseline,CR,EVT000465,L0027,L0027_OP009,9,T14,54.9836,55.1168,55.3168,0.1332,0.2
baseline,CR,EVT000466,L0048,L0048_OP005,5,T09,50.2169,55.2503,55.567,5.0334,0.3167
baseline,CR,EVT000467,L0031,L0031_OP008,8,T04,55.1168,55.3335,55.6668,0.2167,0.3333
baseline,CR,EVT000468,L0014,L0014_OP008,8,T01,51.9667,55.4165,55.9998,3.4498,0.5833
baseline,CR,EVT000469,L0030,L0030_OP006,6,T00,56.2834,56.2834,56.8501,0.0,0.5667
baseline,CR,EVT000470,L0018,L0018_OP006,6,T02,51.2998,56.1167,56.6834,4.8169,0.5667
baseline,CR,EVT000471,L0033,L0033_OP006,6,T13,53.8,56.1334,56.7501,2.3334,0.6167
baseline,CR,EVT000472,L0066,L0066_OP010,10,T07,51.3666,56.2834,56.8834,4.9168,0.6
baseline,CR,EVT000473,L0053,L0053_OP004,4,T08,46.9166,50.7502,51.1669,3.8336,0.4167
baseline,CR,EVT000474,L0064,L0064_OP002,2,T05,38.0501,51.3499,51.6499,13.2998,0.3
baseline,CR,EVT000475,L0046,L0046_OP006,6,T06,50.2665,54.1998,54.6165,3.9333,0.4167
baseline,CR,EVT000476,L0062,L0062_OP004,4,T03,51.9834,54.3,54.7333,2.3166,0.4333
baseline,CR,EVT000477,L0048,L0048_OP006,6,T14,55.567,55.567,55.7837,0.0,0.2167
baseline,CR,EVT000478,L0057,L0057_OP010,10,T09,54.6166,55.567,56.1837,0.9504,0.6167
baseline,CR,EVT000479,L0003,L0003_OP008,8,T04,51.9835,55.6668,57.0835,3.6833,1.4167
baseline,CR,EVT000480,L0041,L0041_OP011,11,T01,51.4499,55.9998,56.5165,4.5499,0.5167
baseline,CR,EVT000481,L0077,L0077_OP007,7,T12,51.3499,56.45,56.8833,5.1001,0.4333
baseline,CR,EVT000482,L0076,L0076_OP008,8,T02,54.4001,56.6834,57.2501,2.2833,0.5667
baseline,CR,EVT000483,L0033,L0033_OP007,7,T00,56.7501,56.8501,57.4834,0.1,0.6333
baseline,CR,EVT000484,L0074,L0074_OP005,5,T07,50.7502,56.8834,57.2167,6.1332,0.3333
baseline,CR,EVT000485,L0063,L0063_OP007,7,T08,45.3667,51.1669,51.6502,5.8002,0.4833
baseline,CR,EVT000486,L0049,L0049_OP003,3,T05,52.6165,52.6165,53.0498,0.0,0.4333
baseline,CR,EVT000487,L0069,L0069_OP004,4,T06,50.6832,54.6165,55.0165,3.9333,0.4
baseline,CR,EVT000488,L0012,L0012_OP008,8,T03,50.6835,54.7333,56.0666,4.0498,1.3333
baseline,CR,EVT000489,L0041,L0041_OP012,12,T14,56.5165,56.5165,57.0165,0.0,0.5
baseline,CR,EVT000490,L0011,L0011_OP010,10,T01,53.9334,56.5165,57.6165,2.5831,1.1
baseline,CR,EVT000491,L0035,L0035_OP004,4,T12,54.3,56.8833,57.5166,2.5833,0.6333
baseline,CR,EVT000492,L0064,L0064_OP003,3,T04,51.6499,57.0835,57.2835,5.4336,0.2
baseline,CR,EVT000493,L0042,L0042_OP008,8,T07,55.45,57.2167,57.8667,1.7667,0.65
baseline,CR,EVT000494,L0053,L0053_OP005,5,T02,51.1669,57.2501,57.6834,6.0832,0.4333
baseline,CR,EVT000495,L0024,L0024_OP007,7,T00,55.3335,57.4834,58.0167,2.1499,0.5333
baseline,CR,EVT000496,L0061,L0061_OP003,3,T08,48.6999,51.6502,51.8669,2.9503,0.2167
baseline,CR,EVT000497,L0071,L0071_OP005,5,T05,48.9165,53.0498,53.4665,4.1333,0.4167
baseline,CR,EVT000498,L0065,L0065_OP005,5,T06,49.3166,55.0165,55.5498,5.6999,0.5333
baseline,CR,EVT000499,L0049,L0049_OP004,4,T03,53.0498,56.0666,56.6333,3.0168,0.5667
baseline,CR,EVT000500,L0063,L0063_OP008,8,T13,51.6502,56.7501,57.3668,5.0999,0.6167
baseline,CR,EVT000501,L0074,L0074_OP006,6,T04,57.2167,57.2835,57.6502,0.0668,0.3667
baseline,CR,EVT000502,L0023,L0023_OP005,5,T02,54.7501,57.6834,58.0167,2.9333,0.3333
baseline,CR,EVT000503,L0077,L0077_OP008,8,T07,56.8833,57.8667,58.2334,0.9834,0.3667
baseline,CR,EVT000504,L0035,L0035_OP005,5,T00,57.5166,58.0167,58.2,0.5001,0.1833
baseline,CR,EVT000505,L0021,L0021_OP007,7,T08,50.3165,51.8669,52.3169,1.5504,0.45
baseline,CR,EVT000506,L0038,L0038_OP005,5,T05,50.4001,53.4665,53.6665,3.0664,0.2
baseline,CR,EVT000507,L0035,L0035_OP006,6,T11,58.2,58.2,58.4667,0.0,0.2667
baseline,CR,EVT000508,L0016,L0016_OP007,7,T06,43.55,55.5498,55.9165,11.9998,0.3667
baseline,CR,EVT000509,L0049,L0049_OP005,5,T09,56.6333,56.6333,57.0166,0.0,0.3833
baseline,CR,EVT000510,L0031,L0031_OP009,9,T03,55.6668,56.6333,57.0833,0.9665,0.45
baseline,CR,EVT000511,L0042,L0042_OP009,9,T13,57.8667,57.8667,58.1834,0.0,0.3167
baseline,CR,EVT000512,L0061,L0061_OP004,4,T04,51.8669,57.6502,57.8335,5.7833,0.1833
baseline,CR,EVT000513,L0022,L0022_OP008,8,T02,53.2334,58.0167,58.6167,4.7833,0.6
baseline,CR,EVT000514,L0018,L0018_OP007,7,T00,56.6834,58.2,58.65,1.5166,0.45
baseline,CR,EVT000515,L0070,L0070_OP006,6,T07,55.0501,58.2334,58.7334,3.1833,0.5
baseline,CR,EVT000516,L0045,L0045_OP005,5,T08,52.2002,52.3169,52.8502,0.1167,0.5333
baseline,CR,EVT000517,L0043,L0043_OP007,7,T05,47.2333,53.6665,54.3165,6.4332,0.65
baseline,CR,EVT000518,L0067,L0067_OP006,6,T06,48.6498,55.9165,56.3832,7.2667,0.4667
baseline,CR,EVT000519,L0074,L0074_OP007,7,T09,57.6502,57.6502,57.8335,0.0,0.1833
baseline,CR,EVT000520,L0053,L0053_OP006,6,T03,57.6834,57.6834,57.8667,0.0,0.1833
baseline,CR,EVT000521,L0038,L0038_OP006,6,T01,53.6665,57.6165,57.9165,3.95,0.3
baseline,CR,EVT000522,L0065,L0065_OP006,6,T04,55.5498,57.8335,58.3335,2.2837,0.5
baseline,CR,EVT000523,L0042,L0042_OP010,10,T11,58.1834,58.4667,58.8334,0.2833,0.3667
baseline,CR,EVT000524,L0035,L0035_OP007,7,T02,58.4667,58.6167,58.85,0.15,0.2333
baseline,CR,EVT000525,L0070,L0070_OP007,7,T00,58.7334,58.7334,59.3001,0.0,0.5667
baseline,CR,EVT000526,L0021,L0021_OP008,8,T07,52.3169,58.7334,59.1667,6.4165,0.4333
baseline,CR,EVT000527,L0060,L0060_OP004,4,T08,49.0832,52.8502,53.2002,3.767,0.35
baseline,CR,EVT000528,L0029,L0029_OP005,5,T05,51.9666,54.3165,54.9832,2.3499,0.6667
baseline,CR,EVT000529,L0065,L0065_OP007,7,T10,58.3335,58.3335,58.7835,0.0,0.45
baseline,CR,EVT000530,L0010,L0010_OP007,7,T06,44.3833,56.3832,57.3499,11.9999,0.9667
baseline,CR,EVT000531,L0043,L0043_OP008,8,T09,54.3165,57.8335,58.1502,3.517,0.3167
baseline,CR,EVT000532,L0059,L0059_OP008,8,T03,53.6669,57.8667,58.5167,4.1998,0.65
baseline,CR,EVT000533,L0061,L0061_OP005,5,T01,57.8335,57.9165,58.0998,0.083,0.1833
baseline,CR,EVT000534,L0074,L0074_OP008,8,T13,57.8335,58.1834,58.5001,0.3499,0.3167
baseline,CR,EVT000535,L0047,L0047_OP008,8,T04,52.5,58.3335,59.0002,5.8335,0.6667
baseline,CR,EVT000536,L0045,L0045_OP006,6,T11,52.8502,58.8334,59.2167,5.9832,0.3833
baseline,CR,EVT000537,L0070,L0070_OP008,8,T02,59.3001,59.3001,59.4834,0.0,0.1833
baseline,CR,EVT000538,L0051,L0051_OP009,9,T07,51.1499,59.1667,59.55,8.0168,0.3833
baseline,CR,EVT000539,L0049,L0049_OP006,6,T00,57.0166,59.3001,59.5668,2.2835,0.2667
baseline,CR,EVT000540,L0037,L0037_OP007,7,T08,48.8999,53.2002,53.7835,4.3003,0.5833
baseline,CR,EVT000541,L0050,L0050_OP005,5,T05,50.0832,54.9832,55.6499,4.9,0.6667
baseline,CR,EVT000542,L0061,L0061_OP006,6,T14,58.0998,58.0998,58.6831,0.0,0.5833
baseline,CR,EVT000543,L0060,L0060_OP005,5,T06,53.2002,57.3499,57.7999,4.1497,0.45
baseline,CR,EVT000544,L0021,L0021_OP009,9,T01,59.1667,59.1667,59.6667,0.0,0.5
baseline,CR,EVT000545,L0053,L0053_OP007,7,T09,57.8667,58.1502,58.7169,0.2835,0.5667
baseline,CR,EVT000546,L0013,L0013_OP008,8,T03,52.4666,58.5167,59.0667,6.0501,0.55
baseline,CR,EVT000547,L0029,L0029_OP006,6,T04,54.9832,59.0002,59.3502,4.017,0.35
baseline,CR,EVT000548,L0038,L0038_OP007,7,T11,57.9165,59.2167,59.5,1.3002,0.2833
baseline,CR,EVT000549,L0049,L0049_OP007,7,T02,59.5668,59.5668,59.8668,0.0,0.3
baseline,CR,EVT000550,L0063,L0063_OP009,9,T07,57.3668,59.55,60.1833,2.1832,0.6333
baseline,CR,EVT000551,L0043,L0043_OP009,9,T00,58.1502,59.5668,59.9668,1.4166,0.4
baseline,CR,EVT000552,L0064,L0064_OP004,4,T08,57.2835,57.2835,57.6668,0.0,0.3833
baseline,CR,EVT000553,L0004,L0004_OP007,7,T05,44.1166,55.6499,56.7499,11.5333,1.1
baseline,CR,EVT000554,L0025,L0025_OP004,4,T06,50.3,57.7999,58.3332,7.4999,0.5333
baseline,CR,EVT000555,L0061,L0061_OP007,7,T13,58.6831,58.6831,59.0164,0.0,0.3333
baseline,CR,EVT000556,L0060,L0060_OP006,6,T09,57.7999,58.7169,59.2169,0.917,0.5
baseline,CR,EVT000557,L0055,L0055_OP008,8,T03,56.1334,59.0667,59.7334,2.9333,0.6667
baseline,CR,EVT000558,L0054,L0054_OP008,8,T04,55.3001,59.3502,59.9669,4.0501,0.6167
baseline,CR,EVT000559,L0043,L0043_OP010,10,T01,59.9668,59.9668,60.6168,0.0,0.65
baseline,CR,EVT000560,L0003,L0003_OP009,9,T02,57.0835,59.8668,60.7835,2.7833,0.9167
baseline,CR,EVT000561,L0012,L0012_OP009,9,T00,56.0666,59.9668,61.2668,3.9002,1.3
baseline,CR,EVT000562,L0056,L0056_OP010,10,T07,51.7499,60.1833,60.5,8.4334,0.3167
baseline,CR,EVT000563,L0052,L0052_OP004,4,T05,52.4999,56.7499,56.9666,4.25,0.2167
baseline,CR,EVT000564,L0068,L0068_OP006,6,T08,42.1834,57.6668,57.8668,15.4834,0.2
baseline,CR,EVT000565,L0071,L0071_OP006,6,T06,53.4665,58.3332,58.6665,4.8667,0.3333
baseline,CR,EVT000566,L0060,L0060_OP007,7,T14,59.2169,59.2169,59.6002,0.0,0.3833
baseline,CR,EVT000567,L0029,L0029_OP007,7,T09,59.3502,59.3502,59.7835,0.0,0.4333
baseline,CR,EVT000568,L0061,L0061_OP008,8,T11,59.0164,59.5,59.7833,0.4836,0.2833
baseline,CR,EVT000569,L0026,L0026_OP009,9,T03,54.4167,59.7334,60.1167,5.3167,0.3833
baseline,CR,EVT000570,L0010,L0010_OP008,8,T04,57.3499,59.9669,61.3169,2.617,1.35
baseline,CR,EVT000571,L0025,L0025_OP005,5,T07,58.3332,60.5,60.7667,2.1668,0.2667
baseline,CR,EVT000572,L0074,L0074_OP009,9,T01,58.5001,60.6168,61.1168,2.1167,0.5
baseline,CR,EVT000573,L0054,L0054_OP009,9,T02,59.9669,60.7835,61.3002,0.8166,0.5167
baseline,CR,EVT000574,L0064,L0064_OP005,5,T00,57.6668,61.2668,61.6501,3.6,0.3833
baseline,CR,EVT000575,L0046,L0046_OP007,7,T05,54.6165,56.9666,57.1999,2.3501,0.2333
baseline,CR,EVT000576,L0074,L0074_OP010,10,T12,61.1168,61.1168,61.6668,0.0,0.55
baseline,CR,EVT000577,L0036,L0036_OP007,7,T08,50.2832,57.8668,58.2835,7.5836,0.4167
baseline,CR,EVT000578,L0080,L0080_OP006,6,T06,54.1002,58.6665,59.3165,4.5663,0.65
baseline,CR,EVT000579,L0061,L0061_OP009,9,T10,59.7833,59.7833,60.0833,0.0,0.3
baseline,CR,EVT000580,L0054,L0054_OP010,10,T13,61.3002,61.3002,61.5502,0.0,0.25
baseline,CR,EVT000581,L0068,L0068_OP007,7,T14,57.8668,59.6002,60.0335,1.7334,0.4333
baseline,CR,EVT000582,L0060,L0060_OP008,8,T11,59.6002,59.7833,60.4333,0.1831,0.65
baseline,CR,EVT000583,L0064,L0064_OP006,6,T09,61.6501,61.6501,61.8834,0.0,0.2333
baseline,CR,EVT000584,L0006,L0006_OP009,9,T03,52.9998,60.1167,61.4334,7.1169,1.3167
baseline,CR,EVT000585,L0065,L0065_OP008,8,T07,58.7835,60.7667,61.25,1.9832,0.4833
baseline,CR,EVT000586,L0018,L0018_OP008,8,T01,58.65,61.1168,62.4668,2.4668,1.35
baseline,CR,EVT000587,L0026,L0026_OP010,10,T02,60.1167,61.3002,61.7335,1.1835,0.4333
baseline,CR,EVT000588,L0052,L0052_OP005,5,T04,56.9666,61.3169,61.5336,4.3503,0.2167
baseline,CR,EVT000589,L0004,L0004_OP008,8,T00,56.7499,61.6501,62.9168,4.9002,1.2667
baseline,CR,EVT000590,L0007,L0007_OP008,8,T05,49.5501,57.1999,58.8499,7.6498,1.65
baseline,CR,EVT000591,L0069,L0069_OP005,5,T08,55.0165,58.2835,58.7168,3.267,0.4333
baseline,CR,EVT000592,L0075,L0075_OP004,4,T06,52.7667,59.3165,59.9332,6.5498,0.6167
baseline,CR,EVT000593,L0071,L0071_OP007,7,T14,58.6665,60.0335,60.3335,1.367,0.3
baseline,CR,EVT000594,L0002,L0002_OP009,9,T07,51.6667,61.25,62.8167,9.5833,1.5667
baseline,CR,EVT000595,L0023,L0023_OP006,6,T03,58.0167,61.4334,61.6334,3.4167,0.2
baseline,CR,EVT000596,L0046,L0046_OP008,8,T04,57.1999,61.5336,61.7336,4.3337,0.2
baseline,CR,EVT000597,L0036,L0036_OP008,8,T13,58.2835,61.5502,61.9502,3.2667,0.4
baseline,CR,EVT000598,L0061,L0061_OP010,10,T12,60.0833,61.6668,61.8501,1.5835,0.1833
baseline,CR,EVT000599,L0077,L0077_OP009,9,T09,58.2334,61.8834,62.4501,3.65,0.5667
baseline,CR,EVT000600,L0052,L0052_OP006,6,T01,61.5336,62.4668,62.6501,0.9332,0.1833
baseline,CR,EVT000601,L0029,L0029_OP008,8,T00,59.7835,62.9168,63.3668,3.1333,0.45
baseline,CR,EVT000602,L0028,L0028_OP007,7,T08,50.5832,58.7168,58.9501,8.1336,0.2333
baseline,CR,EVT000603,L0048,L0048_OP007,7,T05,55.7837,58.8499,59.3499,3.0662,0.5
baseline,CR,EVT000604,L0058,L0058_OP004,4,T06,53.4669,59.9332,60.1832,6.4663,0.25
baseline,CR,EVT000605,L0036,L0036_OP009,9,T10,61.9502,61.9502,62.3335,0.0,0.3833
baseline,CR,EVT000606,L0077,L0077_OP010,10,T14,62.4501,62.4501,62.8168,0.0,0.3667
baseline,CR,EVT000607,L0069,L0069_OP006,6,T03,58.7168,61.6334,62.2334,2.9166,0.6
baseline,CR,EVT000608,L0046,L0046_OP009,9,T02,61.7336,61.7336,62.1836,0.0,0.45
baseline,CR,EVT000609,L0075,L0075_OP005,5,T04,59.9332,61.7336,62.0336,1.8004,0.3
baseline,CR,EVT000610,L0023,L0023_OP007,7,T12,61.6334,61.8501,62.1668,0.2167,0.3167
baseline,CR,EVT000611,L0064,L0064_OP007,7,T13,61.8834,61.9502,62.2169,0.0668,0.2667
baseline,CR,EVT000612,L0031,L0031_OP010,10,T09,57.0833,62.4501,62.8668,5.3668,0.4167
baseline,CR,EVT000613,L0042,L0042_OP011,11,T01,58.8334,62.6501,63.0334,3.8167,0.3833
baseline,CR,EVT000614,L0071,L0071_OP008,8,T07,60.3335,62.8167,63.05,2.4832,0.2333
baseline,CR,EVT000615,L0052,L0052_OP007,7,T00,62.6501,63.3668,63.5501,0.7167,0.1833
baseline,CR,EVT000616,L0016,L0016_OP008,8,T08,55.9165,58.9501,59.9168,3.0336,0.9667
baseline,CR,EVT000617,L0009,L0009_OP008,8,T05,48.1165,59.3499,60.3166,11.2334,0.9667
baseline,CR,EVT000618,L0062,L0062_OP005,5,T06,54.7333,60.1832,60.4165,5.4499,0.2333
baseline,CR,EVT000619,L0046,L0046_OP010,10,T11,62.1836,62.1836,62.6169,0.0,0.4333
baseline,CR,EVT000620,L0079,L0079_OP007,7,T04,53.8167,62.0336,62.4836,8.2169,0.45
baseline,CR,EVT000621,L0075,L0075_OP006,6,T12,62.0336,62.1668,62.3668,0.1332,0.2
baseline,CR,EVT000622,L0061,L0061_OP011,11,T02,61.8501,62.1836,62.5669,0.3335,0.3833
baseline,CR,EVT000623,L0052,L0052_OP008,8,T13,63.5501,63.5501,63.9668,0.0,0.4167
baseline,CR,EVT000624,L0030,L0030_OP007,7,T03,56.8501,62.2334,62.6334,5.3833,0.4
baseline,CR,EVT000625,L0023,L0023_OP008,8,T10,62.1668,62.3335,62.7168,0.1667,0.3833
baseline,CR,EVT000626,L0028,L0028_OP008,8,T14,58.9501,62.8168,63.4668,3.8667,0.65
baseline,CR,EVT000627,L0056,L0056_OP011,11,T09,60.5,62.8668,63.3501,2.3668,0.4833
baseline,CR,EVT000628,L0071,L0071_OP009,9,T01,63.05,63.05,63.3667,0.0,0.3167
baseline,CR,EVT000629,L0018,L0018_OP009,9,T07,62.4668,63.05,63.55,0.5832,0.5
baseline,CR,EVT000630,L0048,L0048_OP008,8,T00,59.3499,63.5501,63.9834,4.2002,0.4333
baseline,CR,EVT000631,L0058,L0058_OP005,5,T08,60.1832,60.1832,60.4165,0.0,0.2333
baseline,CR,EVT000632,L0067,L0067_OP007,7,T05,56.3832,60.3166,60.5666,3.9334,0.25
baseline,CR,EVT000633,L0050,L0050_OP006,6,T06,55.6499,60.4165,60.6998,4.7666,0.2833
baseline,CR,EVT000634,L0069,L0069_OP007,7,T12,62.2334,62.3668,62.7335,0.1334,0.3667
baseline,CR,EVT000635,L0057,L0057_OP011,11,T04,56.1837,62.4836,63.1003,6.2999,0.6167
baseline,CR,EVT000636,L0048,L0048_OP009,9,T02,63.9834,63.9834,64.4667,0.0,0.4833
